RELIANCE-EQ,1375.0,2025-09-06 01:17:26,,,
RELIANCE-EQ,1375.0,2025-09-06 01:22:03,,,
TATAPOWER-EQ,385.8,2025-09-06 01:23:05,,,
RELIANCE-EQ,1375.0,2025-09-06 01:33:42,,,
RELINFRA-BE,284.25,2025-09-07 00:14:06,,,
RELIANCE-EQ,1485.7,2025-09-07 00:42:05,550.25,2025-09-07 00:51:16,0.0
SKIPPER-EQ,550.25,2025-09-07 00:45:50,1485.7,2025-09-07 08:51:32,0.0
RELIANCE-EQ,1485.7,2025-09-07 08:48:16,,,
RELIANCE-EQ,1485.7,2025-09-07 09:06:20,,,
SKIPPER-EQ,550.25,2025-09-07 09:06:54,,,
